Latitude,Longitude,stage_ft,name
29.79328,-95.26799,17.76,"Hunting Bayou at IH 610, Houston, TX"
29.94911,-95.51966,99.98,"Greens Bayou at Cutten Rd nr Houston, TX"
29.95689,-95.41799,66.01,"Greens Bayou nr US Hwy 75 nr Houston, TX"
29.91828,-95.30688,39.4,"Greens Bayou nr Houston, TX"
29.93386,-95.23396,33.95,"Garners Bayou nr Humble, TX"
29.86189,-95.33494,39.62,"Halls Bayou at Houston, TX"
29.83717,-95.23327,1.72,"Greens Bayou at Ley Rd, Houston, TX"
29.5969,-95.29744,32.62,"Clear Ck at Mykawa St nr Pearland, TX"
29.51746,-95.17854,1.6,"Clear Ck nr Friendswood, TX"
29.37154,-95.32304,14.72,"Chocolate Bayou nr Alvin, TX"
29.06849,-95.42718,2.84,"Bastrop Bayou at CR 288 nr Lake Jackson, TX"
29.37453,-95.52728,35.72,"Oyster Ck at CR 42 nr Rosharon, TX"
29.25361,-95.50859,21.33,"Oyster Ck at CR 34 nr Angleton, TX"
29.12538,-95.48137,9.22,"Oyster Ck at CR 290 nr Angleton, TX"
29.05361,-95.4625,4.34,"Oyster Ck at FM 2004 nr Lake Jackson, TX"
28.95108,-95.33883,0.33,"Old Brazos Rv nr Freeport, TX"
33.55478,-101.7881,6.5,"N Fk DMF Brazos Rv at Loop 289 nr Lubbock, TX"
33.03843,-101.1976,5.89,"DMF Brazos Rv at Justiceburg, TX"
33.00816,-100.1807,,"DMF Brazos Rv nr Aspermont, TX"
33.18792,-99.96014,6.83,"DMF Brazos Rv nr Rule, TX"
34.17896,-101.7027,,"Running Water Draw at Plainview, TX"
33.33398,-100.2382,2.87,"Salt Fk Brazos Rv nr Aspermont, TX"
33.58093,-99.26758,1.25,"Brazos Rv at Seymour, TX"
33.32927,-99.46508,,"Millers Ck nr Munday, TX"
32.78761,-100.3887,3.17,"Clear Fk Brazos Rv nr Roby, TX"
32.67456,-100.0726,,"Clear Fk Brazos Rv nr Noodle, TX"
32.66192,-99.97619,6.32,"Clear Fk Brazos Rv at FM 3116 nr Anson, TX"
32.5985,-99.81455,4.74,"Clear Fk Brazos Rv at Hwy 83 nr Hawley, TX"
32.2752,-99.83572,7.37,"Elm Ck at FM 89 nr Buffalo Gap, TX"
32.4754,-99.74925,2.69,"Cat Claw Ck at Abilene, TX"
32.50731,-99.74103,16.99,"Elm Ck at Abilene, TX"
32.48661,-99.71455,2.25,"Cedar Ck at IH 20, Abilene, TX"
32.69012,-99.66953,1.74,"Clear Fk Brazos Rv at Nugent, TX"
32.795,-99.6057,4.8,"Clear Fk Brazos Rv at Lueders, TX"
32.93094,-99.64259,6.86,"California Ck nr Stamford, TX"
32.93298,-99.21539,5.99,"Clear Fk Brazos Rv at Ft Griffin, TX"
32.55929,-99.17007,3.84,"Deep Ck at Moran, TX"
32.7329,-99.14063,3.77,"Hubbard Ck bl Albany, TX"
32.64846,-99.00452,6.49,"Big Sandy Ck abv Breckenridge, TX"
32.83706,-98.94813,5.34,"Hubbard Ck nr Breckenridge, TX"
32.96068,-98.76677,20.93,"Clear Fk Brazos Rv at Eliasville, TX"
33.02428,-98.64395,3.78,"Brazos Rv nr South Bend, TX"
33.04352,-98.40841,8.31,"Rock Ck at Rock Ck Rd nr Bryson, TX"
32.85164,-98.66176,,"Cedar Ck at FM 3253 nr Caddo, TX"
32.85818,-98.41172,65.48,"Brazos Rv nr Graford, TX"
32.86263,-98.30255,1.58,"Brazos Rv nr Palo Pinto, TX"
32.88254,-98.2033,17.32,"Keechi Ck at SH 337 nr Graford, TX"
32.65375,-98.1294,1.19,"Palo Pinto Ck at Water Plant Rd nr Santo, TX"
32.61569,-97.92587,2.28,"Brazos Rv nr Dennis, TX"
32.38639,-97.65222,9.91,"Brazos Rv ds Lk Granbury nr Granbury, TX"
32.25903,-97.70253,4.14,"Brazos Rv nr Glen Rose, TX"
32.30221,-97.95963,15.9,"Paluxy Rv at FM 2870 nr Bluff Dale, TX"
32.23153,-97.77725,1.87,"Paluxy Rv at Glen Rose, TX"
32.15071,-97.40279,1.45,"Nolan Rv at Blum, TX"
31.81238,-97.29779,6.09,"Brazos Rv nr Aquilla, TX"
31.89544,-97.20306,5.79,"Aquilla Ck abv Aquilla, TX"
31.97654,-98.03281,4.87,"N Bosque Rv at Hico, TX"
31.78599,-97.56808,1.61,"N Bosque Rv nr Clifton, TX"
31.66961,-97.46946,5.02,"N Bosque Rv at Valley Mills, TX"
31.50933,-97.36584,2.55,"Middle Bosque Rv nr McGregor, TX"
31.55572,-97.3564,0.88,"Hog Ck nr Crawford, TX"
31.536,-97.07333,1.83,"Brazos Rv at Waco, TX"
31.53589,-97.03254,35.28,"Tehuacana Ck at Hwy 6 nr Waco, TX"
31.13407,-96.82498,4.04,"Brazos Rv nr Highbank, TX"
31.02657,-96.98832,0.89,"Little Pond Ck nr Burlington, TX"
30.86508,-96.69517,17.91,"Brazos Rv at FM 485 near Hearne, TX"
32.17375,-98.5331,1.36,"Leon Rv nr De Leon, TX"
32.11403,-98.60561,1.98,"Sabana Rv nr De Leon, TX"
32.04903,-98.64606,2.8,"Copperas Ck at FM 2247 nr Comanche, TX"
31.95792,-98.45921,3.93,"Leon Rv nr Hasse, TX"
31.78876,-98.12142,4.03,"Leon Rv nr Hamilton, TX"
31.43472,-97.75833,2.6,"Leon Rv at Gatesville, TX"
31.32323,-97.75767,1.53,"Henson Ck at W Range Rd nr Gatesville, TX"
31.28489,-97.88503,3.42,"Cowhouse Ck at Pidcoke, TX"
31.24879,-97.83784,3.96,"Cowhouse Ck at Old Georgetown Rd nr Ft Hood, TX"
31.21499,-97.7942,0.36,"Cowhouse Ck at W Range Rd nr Fort Hood, TX"
31.16494,-97.8782,0.1,"House Ck at Old Georgetown Rd nr Ft Hood, TX"
31.12928,-97.81814,3.76,"Clear Ck at Ft Hood, TX"
31.18553,-97.80872,0.09,"House Ck at W Range Rd nr Ft Hood, TX"
31.07018,-97.4414,3.6,"Leon Rv nr Belton, TX"
31.05397,-97.46252,4.14,"Nolan Ck at S Penelope, Belton, TX"
31.07934,-98.01669,1.28,"Lampasas Rv nr Kempner, TX"
30.91157,-98.03696,-0.71,"S Fk Rocky Ck nr Briggs, TX"
30.97253,-97.77853,6.54,"Lampasas Rv at Ding Dong, TX"
31.018,-97.52628,0.32,"Chalk Ridge Falls Spgs nr Belton, TX"
31.00185,-97.49251,1.73,"Lampasas Rv nr Belton, TX"
30.94435,-97.53407,2.06,"Salado Ck at Salado, TX"
30.96657,-97.34612,1.24,"Little Rv nr Little River, TX"
30.69775,-97.84922,2.06,"N Fk San Gabriel Rv at Reagan Blvd nr Leander, TX"
30.66186,-97.7114,4.2,"N Fk San Gabriel Rv nr Georgetown, TX"
30.62575,-97.69112,1.84,"S Fk San Gabriel Rv at Georgetown, TX"
30.70325,-97.6664,9.24,"Berry Ck at Airport Rd nr Georgetown, TX"
30.70217,-97.43417,4.08,"Willis Ck nr Granger, TX"
30.69436,-97.27888,4.66,"San Gabriel Rv at Laneport, TX"
30.52518,-97.74999,0.69,"Brushy Ck at Cedar Park, TX"
30.51291,-97.68644,3.47,"Brushy Ck at IH 35, Round Rock, TX"
30.46556,-97.78789,2.32,"Lake Ck at Lake Ck Pkwy nr Austin, TX"
30.48414,-97.72004,764.48,"Lake Ck at O'Connor Dr nr Round Rock, TX"
30.51239,-97.63667,3.04,"Brushy Ck at Kenney Fort Blvd at Round Rock, TX"
30.46939,-97.46347,5.14,"Brushy Ck at FM 973 nr Coupland, TX"
30.51958,-97.33845,22.64,"Brushy Ck at FM 619 nr Taylor, TX"
30.76075,-97.01388,4.28,"Little Rv nr Rockdale, TX"
30.83519,-96.94665,1.05,"Little Rv nr Cameron, TX"
31.01307,-97.11008,1.59,"N Elm Ck at Rosebud Rd nr Meeks, TX"
30.90324,-96.97916,6.07,"Big Elm Ck at SH 77 nr Cameron, TX"
30.62687,-96.54414,7.88,"Brazos Rv at SH 21 nr Bryan, TX"
30.87944,-96.64027,13.74,"Little Brazos Rv at FM 485 nr Hearne, TX"
30.33938,-96.9047,0.77,"Middle Yegua Ck nr Dime Box, TX"
30.40743,-96.81748,1.36,"E Yegua Ck nr Dime Box, TX"
30.32188,-96.50747,-1.96,"Yegua Ck nr Somerville, TX"
30.41965,-96.54025,2.41,"Davidson Ck nr Lyons, TX"
31.57434,-96.52081,1.54,"Navasota Rv abv Groesbeck, TX"
31.50684,-96.32469,3.04,"Big Ck nr Freestone, TX"
31.17018,-96.29774,3.66,"Navasota Rv nr Easterly, TX"
30.9738,-96.24163,1.77,"Navasota Rv at Old San Antonio Rd nr Bryan, TX"
30.12911,-96.18774,10.97,"Brazos Rv nr Hempstead, TX"
29.88106,-96.20524,3.01,"Mill Ck nr Bellville, TX"
29.80833,-96.09556,93.5,"Brazos Rv at San Felipe, TX"
29.58246,-95.75773,9.69,"Brazos Rv at Richmond, TX"
29.56769,-95.66814,29.87,"Brazos Rv nr Sugar Land, TX"
29.47191,-95.80301,2.53,"Big Ck nr Needville, TX"
29.51191,-95.74689,67.86,"Dry Ck nr Rosenberg, TX"
29.34969,-95.58244,7.01,"Brazos Rv nr Rosharon, TX"
29.14441,-95.60606,1.17,"Brazos Rv nr West Columbia, TX"
29.04916,-95.47752,12.28,"Buffalo Camp Bayou nr Lake Jackson, TX"
28.92206,-95.34128,1.87,"GIWW at FM 1495 nr Freeport, TX"
29.66075,-96.24367,157.64,"San Bernard Rv nr Chesterville, TX"
29.31358,-95.89384,3.08,"San Bernard Rv nr Boling, TX"
29.11194,-95.67667,1.45,"San Bernard Rv nr Sweeny, TX"
29.04172,-95.86352,23.99,"Caney Ck at SH 35 nr Van Vleck, TX"
32.62872,-101.2854,0.73,"Colorado Rv nr Gail, TX"
32.53915,-101.0552,7.41,"Colorado Rv at Hwy 350 nr Ira, TX"
32.57372,-100.9079,2.75,"Deep Ck nr Dunn, TX"
32.39262,-100.8787,3.42,"Colorado Rv at Colorado City, TX"
32.19929,-101.014,1.61,"Beals Ck nr Westbrook, TX"
32.05375,-100.7621,2.08,"Colorado Rv abv Silver, TX"
31.88542,-100.4807,0.77,"Colorado Rv at Robert Lee, TX"
31.71543,-100.0265,4.12,"Colorado Rv nr Ballinger, TX"
31.74932,-99.94786,3.87,"Elm Ck at Ballinger, TX"
31.18711,-100.502,2.14,"S Concho Rv at Christoval, TX"
31.27276,-100.5042,7.88,"S Concho Rv abv Twin Buttes Res nr San Angelo, TX"
31.2108,-101.1761,10.03,"Tepee Draw Trib nr Barnhart, TX"
31.42738,-100.7112,5.69,"Middle Concho Rv abv Tankersley, TX"
31.33016,-100.6404,4.03,"Spring Ck abv Tankersley, TX"
31.27406,-100.6309,2.95,"Dove Ck at Knickerbocker, TX"
31.331,-100.6009,1.21,"Spring Ck abv Twin Buttes Res nr San Angelo, TX"
31.30905,-100.4459,0.04,"Pecan Ck nr San Angelo, TX"
31.43578,-100.4343,6.85,"Red Arroyo at S. Chadbourne St. nr San Angelo, TX"
31.89736,-101.1051,3.33,"N Concho Rv abv Sterling City, TX"
31.83014,-100.9937,3.41,"N Concho Rv at Sterling City, TX"
31.59266,-100.637,2.58,"N Concho Rv nr Carlsbad, TX"
31.54266,-100.5551,5.1,"N Concho Rv nr Grape Creek, TX"
31.45461,-100.4106,1.78,"Concho Rv at San Angelo, TX"
31.51599,-99.91953,12.74,"Concho Rv at Paint Rock, TX"
31.49377,-99.57395,3.92,"Colorado Rv nr Stacy, TX"
31.97264,-99.13034,3.13,"Pecan Bayou nr Cross Cut, TX"
31.87925,-99.27784,21.93,"Jim Ned Ck at CR 140 nr Coleman, TX"
31.84667,-99.4247,1.81,"Hords Ck nr Coleman, TX"
31.7364,-98.97549,11.96,"Pecan Bayou at Brownwood, TX"
31.51739,-98.7406,5.53,"Pecan Bayou nr Mullin, TX"
30.83456,-100.0941,4.67,"San Saba Rv at FM 864 nr Fort McKavett, TX"
30.92175,-99.8525,0.58,"Noyes Canal at Diversion pt nr. Menard, TX"
30.91906,-99.78562,2.62,"San Saba Rv at Menard, TX"
31.13822,-99.33505,4.0,"Brady Ck at Brady, TX"
31.21322,-98.71949,2.76,"San Saba Rv at San Saba, TX"
31.21795,-98.56448,1.92,"Colorado Rv nr San Saba, TX"
30.51741,-99.80618,7.34,"N Llano Rv nr Junction, TX"
30.47901,-99.77804,2.24,"S Llano Rv at Flat Rock Ln at Junction, TX"
30.50435,-99.73451,1.53,"Llano Rv nr Junction, TX"
30.66074,-99.10921,5.01,"Llano Rv nr Mason, TX"
30.64351,-99.09589,1.02,"Beaver Ck nr Mason, TX"
30.75129,-98.66976,2.05,"Llano Rv at Llano, TX"
30.55769,-98.47225,5.38,"Sandy Ck nr Kingsland, TX"
30.71944,-98.22806,1.21,"Felps Spgs nr Burnet, TX"
30.22048,-98.86976,5.11,"Pedernales Rv nr Fredericksburg, TX"
30.29187,-98.39947,10.34,"Pedernales Rv nr Johnson City, TX"
30.37215,-97.78473,2.45,"Bull Ck at Loop 360 nr Austin, TX"
30.29632,-97.92557,2.06,"Barton Ck at SH 71 nr Oak Hill, TX"
30.2741,-97.84473,1.74,"Barton Ck at Lost Ck Blvd nr Austin, TX"
30.24465,-97.80223,1.73,"Barton Ck at Loop 360, Austin, TX"
30.26354,-97.77222,1.66,"Barton Ck abv Barton Spgs at Austin, TX"
30.26354,-97.77139,22.41,"Barton Spgs at Austin, TX"
30.24667,-97.76917,1.54,"W Bouldin Ck at Oltorf Rd, Austin, TX"
30.35417,-97.73889,0.93,"Shoal Ck at Silverway Dr, Austin, TX"
30.2766,-97.75028,1.02,"Shoal Ck at W 12th St, Austin, TX"
30.32278,-97.72278,0.54,"Waller Ck at Koenig Lane, Austin, TX"
30.27163,-97.73556,3.41,"Waller Ck at Red River St, Austin, TX"
30.26194,-97.7397,3.34,"Waller Ck at E 1st St, Austin, TX"
30.24614,-97.68005,11.82,"Colorado Rv at Austin, TX"
30.28611,-97.70861,0.93,"Boggy Ck at Manor Rd, Austin, TX"
30.26306,-97.7125,0.47,"Boggy Ck at Webberville Rd, Austin, TX"
30.30056,-97.68555,1.25,"Ft Br Boggy Ck at Manor Rd, Austin, TX"
30.3752,-97.66056,13.18,"Walnut Ck at Dessau Rd, Austin, TX"
30.35437,-97.69806,0.31,"Little Walnut Ck at Georgian Dr, Austin, TX"
30.28326,-97.65501,4.15,"Walnut Ck at Webberville Rd, Austin, TX"
30.08299,-98.00779,2.36,"Onion Ck nr Driftwood, TX"
30.15549,-97.94001,3.22,"Bear Ck bl FM 1826 nr Driftwood, TX"
30.16366,-97.90702,0.92,"Bear Ck at Spillar Ranch Rd nr Manchaca, TX"
30.12632,-97.82111,6.62,"Onion Ck at Twin Creeks Rd nr Manchaca, TX"
30.2091,-97.90334,3.34,"Slaughter Ck at FM 1826 nr Austin, TX"
30.16216,-97.83223,-0.19,"Slaughter Ck at FM 2304 nr Austin, TX"
30.23521,-97.86028,2.98,"Williamson Ck at Oak Hill, TX"
30.21247,-97.82886,-0.31,"Kincheon Br at William Cannon Blvd, Austin, TX"
30.22132,-97.79362,7.26,"Williamson Ck at Manchaca Rd, Austin, TX"
30.18938,-97.73251,4.68,"Williamson Ck at Jimmy Clay Rd, Austin, TX"
30.17799,-97.68861,4.18,"Onion Ck at US Hwy 183, Austin, TX"
30.17648,-97.58691,10.27,"Eastern Trib to Dry Ck nr Del Valle, TX"
30.3835,-97.60206,5.38,"Western Trib to Gilleland Ck nr Manor, TX"
30.10466,-97.31944,3.16,"Colorado Rv at Bastrop, TX"
30.09453,-97.65932,6.55,"Maha Ck at Von Quintus Rd nr Del Valle, TX"
30.01272,-97.16193,1.7,"Colorado Rv at Smithville, TX"
29.91245,-96.90387,3.04,"Colorado Rv abv La Grange, TX"
29.79912,-96.5322,10.47,"Redgate Ck nr Columbus, TX"
29.70634,-96.53692,9.87,"Colorado Rv at Columbus, TX"
29.30914,-96.10385,8.2,"Colorado Rv at Wharton, TX"
28.97415,-96.01246,3.47,"Colorado Rv nr Bay City, TX"
28.77417,-95.9975,1.42,"Colorado Rv nr Wadsworth, TX"
28.92804,-96.17107,3.49,"Tres Palacios Rv nr Midfield, TX"
29.4433,-96.94498,2.14,"Lavaca Rv at Hallettsville, TX"
28.95998,-96.68636,5.03,"Lavaca Rv nr Edna, TX"
29.46691,-96.81276,5.12,"Navidad Rv nr Hallettsville, TX"
29.32191,-96.70914,3.02,"Navidad Rv nr Speaks, TX"
29.13553,-96.74442,6.95,"Navidad Rv at Morales, TX"
29.06554,-96.67414,5.46,"Navidad Rv at Strane Pk nr Edna, TX"
29.16025,-96.54636,5.41,"Sandy Ck nr Ganado, TX"
29.07186,-96.46803,4.88,"W Mustang Ck nr Ganado, TX"
29.07081,-96.41719,3.59,"E Mustang Ck nr Louise, TX"
28.89138,-96.81915,6.38,"Garcitas Ck nr Inez, TX"
28.72527,-96.76887,4.23,"Placedo Ck nr Placedo, TX"
30.0641,-99.38699,1.42,"N Fk Guadalupe Rv nr Hunt, TX"
30.06993,-99.32171,7.71,"Guadalupe Rv at Hunt, TX"
30.10021,-99.2831,0.19,"Johnson Ck nr Ingram, TX"
30.06965,-99.19532,2.52,"Guadalupe Rv abv Bear Ck at Kerrville, TX"
30.05327,-99.16338,1.52,"Guadalupe Rv at Kerrville, TX"
29.98778,-99.11,3.46,"Guadalupe Rv nr Center Point, TX"
29.96524,-98.89716,3.26,"Guadalupe Rv at Comfort, TX"
29.89358,-98.66983,13.01,"Guadalupe Rv at FM 474 nr Bergheim, TX"
29.8605,-98.38363,2.11,"Guadalupe Rv nr Spring Branch, TX"
29.85911,-98.18001,4.16,"Guadalupe Rv at Sattler, TX"
29.8085,-98.23028,7.4,"Bear Ck at FM 2722 nr Sattler, TX"
29.80369,-98.16309,3.59,"Guadalupe Rv at Third Crossing nr Sattler, TX"
29.75939,-98.14001,7.07,"Hueco Spgs nr New Braunfels, TX"
29.71495,-98.11001,1.72,"Guadalupe Rv abv Comal Rv at New Braunfels, TX"
29.67589,-98.25109,9.48,"WFk Dry Comal Ck at Schuetz Dam, New Braunfels, TX"
29.688,-98.15483,5.21,"Dry Comal Ck at Loop 337 nr New Braunfels, TX"
29.71008,-98.13166,2.12,"Comal Rv (oc) nr Landa Lk, New Braunfels, TX"
29.70896,-98.13344,0.79,"Comal Rv (nc) nr Landa Lk, New Braunfels, TX"
29.70641,-98.12221,4.08,"Comal Rv at New Braunfels, TX"
29.698,-98.10667,9.61,"Guadalupe Rv at New Braunfels, TX"
29.55141,-97.96938,16.23,"Guadalupe Rv at Hwy 123-BR at Seguin, TX"
29.59062,-97.93479,3.97,"Geronimo Ck nr Seguin, TX"
29.53617,-97.88094,12.49,"Guadalupe Rv at FM 1117 nr Seguin, TX"
29.4876,-97.58751,30.15,"Guadalupe Rv at CR 143 nr Gonzales, TX"
29.88911,-97.93417,4.24,"San Marcos Rv at San Marcos, TX"
30.10258,-98.51067,1.45,"Blanco Rv at Crabapple Rd nr Blanco, TX"
30.02081,-98.33056,7.18,"Little Blanco Rv at FM 32 nr Fischer, TX"
30.0368,-98.2229,2.07,"Blanco Rv at Valley View Rd nr Fischer, TX"
30.00058,-98.20036,,"Blanco Rv at Fischer Store Rd nr Fischer, TX"
30.03444,-98.12611,2.75,"Jacobs Well Spg nr Wimberley, TX"
29.99438,-98.0889,3.72,"Blanco Rv at Wimberley, TX"
30.00556,-97.9525,1.06,"Blanco Rv at Halifax Rch nr Kyle, TX"
29.97938,-97.91,26.17,"Blanco Rv nr Kyle, TX"
29.87951,-97.91075,7.28,"Blanco Rv at San Marcos, TX"
29.83229,-97.84238,7.56,"San Marcos Rv nr Martindale, TX"
29.66634,-97.65083,4.34,"San Marcos Rv at Luling, TX"
29.923,-97.67917,1.78,"Plum Ck at Lockhart, TX"
29.69967,-97.60361,4.62,"Plum Ck nr Luling, TX"
29.4844,-97.45027,11.83,"Guadalupe Rv at Gonzales, TX"
29.62491,-97.32075,,"Sandy Fork Ck at Hwy 97 nr Waelder, TX"
29.6858,-97.23082,6.58,"Peach Ck at Hwy 90 nr Waelder, TX"
29.47413,-97.31666,6.55,"Peach Ck bl Dilworth, TX"
29.31447,-97.3035,14.57,"Guadalupe Rv at Hwy 183 nr Hochheim, TX"
29.21525,-97.44943,2.41,"Sandies Ck nr Westhoff, TX"
29.09053,-97.32971,7.6,"Guadalupe Rv at Cuero, TX"
28.79305,-97.01305,5.63,"Guadalupe Rv at Victoria, TX"
28.89776,-97.355,6.09,"Fifteenmile Ck nr Weser, TX"
28.86165,-97.22638,4.48,"Coleto Ck at Arnold Rd Crsg nr Schroeder, TX"
28.75166,-97.31721,2.82,"Perdido Ck at FM 622 nr Fannin, TX"
28.7311,-97.1386,4.03,"Coleto Ck nr Victoria, TX"
28.66195,-96.96528,10.63,"Guadalupe Rv nr Bloomington, TX"
29.49912,-98.51029,1.77,"Olmos Ck at Dresden Dr, San Antonio, TX"
29.40968,-98.49502,4.18,"San Antonio Rv at San Antonio, TX"
29.39301,-98.49474,4.23,"San Antonio Rv at Mitchell St, San Antonio, TX"
29.40635,-98.51085,2.58,"San Pedro Ck at Furnish St, San Antonio, TX"
29.32218,-98.45029,3.7,"San Antonio Rv at Loop 410, San Antonio, TX"
29.63078,-98.56557,0.01,"Salado Ck at Wilderness Rd, San Antonio, TX"
29.56386,-98.51967,2.29,"Salado Ck at Blanco Rd, San Antonio, TX"
29.62939,-98.44882,-0.2,"W Elm Ck at Encino Rio at San Antonio, TX"
29.51606,-98.43113,3.4,"Salado Ck at Loop 410, San Antonio, TX"
29.35718,-98.4128,5.13,"Salado Ck at Loop 13, San Antonio, TX"
29.87533,-99.34883,3.81,"N Prong Medina Rv at Brewington Ck nr Medina, TX"
29.78014,-99.37928,1.29,"W Prong Medina Rv at Carpenter Ck Rd nr Medina, TX"
29.79389,-99.2486,4.03,"Medina Rv at Patterson Rd at Medina, TX"
29.72383,-99.07004,3.2,"Medina Rv at Bandera, TX"
29.69439,-98.97931,4.91,"Medina Rv abv English Crsg nr Pipe Creek, TX"
29.67328,-98.96031,3.24,"Red Bluff Ck at FM 1283 nr Pipe Creek, TX"
29.498,-98.9055,0.96,"Medina Rv nr Riomedina, TX"
29.61973,-98.79515,2.35,"San Geronimo Ck nr Helotes, TX"
29.32413,-98.81308,9.07,"Medina Rv at La Coste, TX"
29.33496,-98.68974,0.69,"Medina Rv nr Macdona, TX"
29.26218,-98.58141,17.52,"Medina Rv nr Somerset, TX"
29.53917,-98.75139,0.19,"Culebra Ck in GCSNA nr Helotes, TX"
29.59306,-98.59917,1.22,"Leon Ck at IH 10 and Loop 1604 nr San Antonio, TX"
29.57856,-98.69169,0.91,"Helotes Ck at Helotes, TX"
29.44787,-98.63371,4.57,"Leon Ck at Lp 410 at San Antonio, TX"
29.32996,-98.58418,1.93,"Leon Ck at IH 35, San Antonio, TX"
29.26413,-98.49085,3.25,"Medina Rv at San Antonio, TX"
29.23541,-98.40261,11.53,San Antonio Rv nr Victor Braunig Lk nr ElmendorfTX
29.22219,-98.35584,9.65,"San Antonio Rv nr Elmendorf, TX"
29.11,-98.17445,4.07,"San Antonio Rv nr Floresville, TX"
28.95164,-98.06417,0.92,"San Antonio Rv nr Falls City, TX"
29.77499,-98.70947,3.24,"Cibolo Ck nr Boerne, TX"
29.73678,-98.49337,3.45,"Cibolo Ck at Specht Rd nr Bulverde, TX"
29.74827,-98.40768,7.42,"Cibolo Ck at Smithson Valley Rd nr Bulverde, TX"
29.59412,-98.31113,1.51,"Cibolo Ck at Selma, TX"
29.50144,-98.18625,9.13,"Cibolo Ck nr Saint Hedwig, TX"
29.44389,-98.16889,2.63,"Martinez Ck nr Saint Hedwig, TX"
29.27972,-98.05334,6.48,"Cibolo Ck at Sutherland Springs, TX"
29.01414,-97.93028,0.75,"Cibolo Ck nr Falls City, TX"
28.92025,-97.77222,0.19,"Ecleto Ck nr Runge, TX"
28.81998,-97.85917,3.15,"Escondido Ck at Kenedy, TX"
28.84869,-97.73714,10.25,"San Antonio Rv at SH 72 nr Runge, TX"
28.64929,-97.38486,3.55,"San Antonio Rv at Goliad, TX"
28.53125,-97.04269,15.01,"San Antonio Rv nr McFaddin, TX"
28.50549,-96.78143,14.32,"North end of GBRA Calhoun Canal nr Long Mott,TX"
28.50583,-96.8847,3.54,"Guadalupe Rv nr Tivoli, TX"
28.47833,-96.86276,11.26,"Guadalupe Rv at SH 35 nr Tivoli, TX"
28.30362,-97.11249,2.35,"Copano Ck nr Refugio, TX"
28.48305,-97.65666,5.83,"Medio Ck nr Beeville, TX"
28.29195,-97.27916,2.5,"Mission Rv at Refugio, TX"
28.28251,-97.62083,0.58,"Aransas Rv nr Skidmore, TX"
29.71883,-100.0396,12.56,"Nueces Rv nr Barksdale, TX"
29.52647,-100.0184,0.52,"Nueces Rv at CR 414 at Montell, TX"
29.42857,-99.99728,1.05,"Nueces Rv at Laguna, TX"
29.48108,-100.2392,1.06,"W Nueces Rv nr Brackettville, TX"
29.12385,-99.89478,1.79,"Nueces Rv bl Uvalde, TX"
28.77561,-99.83591,6.66,"Nueces Rv at FM 1025 nr Crystal City, TX"
28.50026,-99.68199,1.01,"Nueces Rv nr Asherton, TX"
28.42638,-99.24004,3.8,"Nueces Rv at Cotulla, TX"
27.96501,-98.96696,3.89,"San Casimiro Ck nr Freer, TX"
28.30889,-98.55724,1.72,"Nueces Rv nr Tilden, TX"
29.72298,-99.75345,3.05,"Frio Rv at Leakey, TX"
29.48857,-99.70477,3.35,"Frio Rv at Concan, TX"
29.50467,-99.78145,1.94,"Dry Frio Rv nr Reagan Wells, TX"
29.37361,-99.70417,5.0,"Dry Frio Rv at FM 2690 nr Knippa, TX"
29.24579,-99.6745,1.64,"Frio Rv bl Dry Frio Rv nr Uvalde, TX"
29.719,-99.5487,0.26,"Sabinal Rv bl Mill Ck nr Vanderpool, TX"
29.61227,-99.52948,1.43,"Sabinal Rv at Utopia, TX"
29.49106,-99.49282,4.61,"Sabinal Rv nr Sabinal, TX"
29.31431,-99.48047,2.67,"Sabinal Rv at Sabinal, TX"
29.57003,-99.24769,1.72,"Hondo Ck nr Tarpley, TX"
29.37611,-99.11667,0.58,"Hondo Ck at SH 173 nr Hondo, TX"
29.56778,-99.09695,3.17,"Middle Verde Ck at SH 173 nr Bandera, TX"
29.57328,-99.4031,0.89,"Seco Ck at Miller Rh nr Utopia, TX"
29.37079,-99.28782,5.05,"Seco Ck at Rowe Rh nr D'Hanis, TX"
29.34528,-99.74889,4.24,"Leona Rv at CR 429A nr Uvalde, TX"
29.15441,-99.74339,0.67,"Leona Rv nr Uvalde, TX"
28.73664,-99.14475,-0.76,"Frio Rv nr Derby, TX"
28.46749,-98.54752,1.76,"Frio Rv at Tilden, TX"
28.58749,-98.54585,1.51,"San Miguel Ck nr Tilden, TX"
28.4861,-98.24168,3.98,"Choke Canyon Res OWC nr Three Rivers, TX"
29.0,-98.51167,13.17,"Atascosa Rv at FM 476 nr Pleasanton, TX"
28.86498,-98.33835,5.23,"Atascosa Rv nr McCoy, TX"
28.62221,-98.2814,1.86,"Atascosa Rv at Whitsett, TX"
28.4275,-98.17806,1.36,"Nueces Rv nr Three Rivers, TX"
28.05974,-98.09695,3.78,"Lagarto Ck nr George West, TX"
28.03835,-97.86028,0.85,"Nueces Rv nr Mathis, TX"
27.9378,-97.77583,6.66,"Nueces Rv at Bluntzer, TX"
27.88308,-97.62527,4.54,"Nueces Rv at Calallen, TX"
27.8953,-97.62888,1.99,"Nueces Rv nr Odem, TX"
27.71142,-97.50194,6.35,"Oso Ck at Corpus Christi, TX"
27.76664,-98.07555,9.72,"San Diego Ck at Alice, TX"
27.77253,-98.03362,0.59,"San Fernando Ck at Alice, TX"
